codcentro	dencentro	nombrecentro	telefono	email	muunicipio	materia	clave	codcentro	enseñanza	curso	modalidad	nalumnos
50003048	Colegio de Educación Infantil y Primaria	MARÍA QUINTANA	974 46 42 70	cpmequinenza@educa.aragon.es	Mequinenza	Lengua Catalana	50003048	50003048	infantil	segundo	Lengua Catalana	23
50003048	Colegio de Educación Infantil y Primaria	MARÍA QUINTANA	974 46 42 70	cpmequinenza@educa.aragon.es	Mequinenza	Lengua Catalana	50003048	50003048	primaria	cuarto	Lengua Catalana	17
50003048	Colegio de Educación Infantil y Primaria	MARÍA QUINTANA	974 46 42 70	cpmequinenza@educa.aragon.es	Mequinenza	Lengua Catalana	50003048	50003048	primaria	sexto	Lengua Catalana	21
50003048	Colegio de Educación Infantil y Primaria	MARÍA QUINTANA	974 46 42 70	cpmequinenza@educa.aragon.es	Mequinenza	Lengua Catalana	50003048	50003048	primaria	quinto	Lengua Catalana	13
50003048	Colegio de Educación Infantil y Primaria	MARÍA QUINTANA	974 46 42 70	cpmequinenza@educa.aragon.es	Mequinenza	Lengua Catalana	50003048	50003048				0
22003835	Colegio de Educación Infantil y Primaria	Montecorona	974 48 40 38	ceipmontecorona@educa.aragon.es	Sabiñánigo	Aragonés	22003835	22003835	infantil	tercero	Lengua Aragonesa	2
22003835	Colegio de Educación Infantil y Primaria	Montecorona	974 48 40 38	ceipmontecorona@educa.aragon.es	Sabiñánigo	Aragonés	22003835	22003835	primaria	primero	Lengua Aragonesa	1
22003835	Colegio de Educación Infantil y Primaria	Montecorona	974 48 40 38	ceipmontecorona@educa.aragon.es	Sabiñánigo	Aragonés	22003835	22003835	primaria	tercero	Lengua Aragonesa	3
22003835	Colegio de Educación Infantil y Primaria	Montecorona	974 48 40 38	ceipmontecorona@educa.aragon.es	Sabiñánigo	Aragonés	22003835	22003835	primaria	cuarto	Lengua Aragonesa	1
22003835	Colegio de Educación Infantil y Primaria	Montecorona	974 48 40 38	ceipmontecorona@educa.aragon.es	Sabiñánigo	Aragonés	22003835	22003835				0
22006125	Sección del Instituto de Enseñanza Secundaria	Biescas	974 49 56 34	jefaturabiescas@iesbielloaragon.es	Biescas	Aragonés	22006125	22006125	eso	primero	Lengua Aragonesa	0
22006125	Sección del Instituto de Enseñanza Secundaria	Biescas	974 49 56 34	jefaturabiescas@iesbielloaragon.es	Biescas	Aragonés	22006125	22006125	eso	segundo	Lengua Aragonesa	5
50011343	Colegio Rural Agrupado	FABARA-NONASPE DOS AGUAS	976 63 50 44	crafabara@educa.aragon.es	Fabara	Lengua Catalana	50011343	50011343	infantil	primero	Lengua Catalana	10
50011343	Colegio Rural Agrupado	FABARA-NONASPE DOS AGUAS	976 63 50 44	crafabara@educa.aragon.es	Fabara	Lengua Catalana	50011343	50011343	infantil	segundo	Lengua Catalana	10
50011343	Colegio Rural Agrupado	FABARA-NONASPE DOS AGUAS	976 63 50 44	crafabara@educa.aragon.es	Fabara	Lengua Catalana	50011343	50011343	infantil	tercero	Lengua Catalana	6
50011343	Colegio Rural Agrupado	FABARA-NONASPE DOS AGUAS	976 63 50 44	crafabara@educa.aragon.es	Fabara	Lengua Catalana	50011343	50011343	primaria	primero	Lengua Catalana	14
50011343	Colegio Rural Agrupado	FABARA-NONASPE DOS AGUAS	976 63 50 44	crafabara@educa.aragon.es	Fabara	Lengua Catalana	50011343	50011343	primaria	segundo	Lengua Catalana	10
50011343	Colegio Rural Agrupado	FABARA-NONASPE DOS AGUAS	976 63 50 44	crafabara@educa.aragon.es	Fabara	Lengua Catalana	50011343	50011343	primaria	tercero	Lengua Catalana	12
50011343	Colegio Rural Agrupado	FABARA-NONASPE DOS AGUAS	976 63 50 44	crafabara@educa.aragon.es	Fabara	Lengua Catalana	50011343	50011343	primaria	cuarto	Lengua Catalana	11
50011343	Colegio Rural Agrupado	FABARA-NONASPE DOS AGUAS	976 63 50 44	crafabara@educa.aragon.es	Fabara	Lengua Catalana	50011343	50011343	primaria	quinto	Lengua Catalana	11
50011343	Colegio Rural Agrupado	FABARA-NONASPE DOS AGUAS	976 63 50 44	crafabara@educa.aragon.es	Fabara	Lengua Catalana	50011343	50011343	primaria	sexto	Lengua Catalana	9
50011343	Colegio Rural Agrupado	FABARA-NONASPE DOS AGUAS	976 63 50 44	crafabara@educa.aragon.es	Fabara	Lengua Catalana	50011343	50011343				0
22005704	Colegio Rural Agrupado	Baja Ribagorza		cracapella@educa.aragon.es	Capella	Aragonés	22005704	22005704	infantil	primero	Bilingüe Catalán	0
22005704	Colegio Rural Agrupado	Baja Ribagorza		cracapella@educa.aragon.es	Capella	Aragonés	22005704	22005704	infantil	primero	Lengua Aragonesa	5
22005704	Colegio Rural Agrupado	Baja Ribagorza		cracapella@educa.aragon.es	Capella	Aragonés	22005704	22005704	infantil	segundo	Lengua Aragonesa	10
22005704	Colegio Rural Agrupado	Baja Ribagorza		cracapella@educa.aragon.es	Capella	Aragonés	22005704	22005704	infantil	tercero	Lengua Aragonesa	6
22005704	Colegio Rural Agrupado	Baja Ribagorza		cracapella@educa.aragon.es	Capella	Aragonés	22005704	22005704				0
22006137	Centro de Educación Secundaria	Valle de Benasque	974 55 21 07	correo@cesbenasque.es	Benasque	Aragonés	22006137	22006137	eso	primero	Lengua Aragonesa	11
22006137	Centro de Educación Secundaria	Valle de Benasque	974 55 21 07	correo@cesbenasque.es	Benasque	Aragonés	22006137	22006137	eso	segundo	Lengua Aragonesa	1
22006137	Centro de Educación Secundaria	Valle de Benasque	974 55 21 07	correo@cesbenasque.es	Benasque	Aragonés	22006137	22006137	eso	tercero	Lengua Aragonesa	2
22006137	Centro de Educación Secundaria	Valle de Benasque	974 55 21 07	correo@cesbenasque.es	Benasque	Aragonés	22006137	22006137	eso	cuarto	Lengua Aragonesa	2
22006137	Centro de Educación Secundaria	Valle de Benasque	974 55 21 07	correo@cesbenasque.es	Benasque	Aragonés	22006137	22006137				0
22010992	Colegio de Educación Infantil y Primaria	ARÉN	974 54 20 70	ceiparen@educa.aragon.es	Arén	Lengua Catalana	22010992	22010992	infantil	primero	Lengua Catalana	4
22010992	Colegio de Educación Infantil y Primaria	ARÉN	974 54 20 70	ceiparen@educa.aragon.es	Arén	Lengua Catalana	22010992	22010992	infantil	tercero	Lengua Catalana	1
22010992	Colegio de Educación Infantil y Primaria	ARÉN	974 54 20 70	ceiparen@educa.aragon.es	Arén	Lengua Catalana	22010992	22010992	primaria	primero	Lengua Catalana	2
22010992	Colegio de Educación Infantil y Primaria	ARÉN	974 54 20 70	ceiparen@educa.aragon.es	Arén	Lengua Catalana	22010992	22010992	primaria	segundo	Lengua Catalana	1
22010992	Colegio de Educación Infantil y Primaria	ARÉN	974 54 20 70	ceiparen@educa.aragon.es	Arén	Lengua Catalana	22010992	22010992	primaria	tercero	Lengua Catalana	1
22010992	Colegio de Educación Infantil y Primaria	ARÉN	974 54 20 70	ceiparen@educa.aragon.es	Arén	Lengua Catalana	22010992	22010992	primaria	cuarto	Lengua Catalana	1
22010992	Colegio de Educación Infantil y Primaria	ARÉN	974 54 20 70	ceiparen@educa.aragon.es	Arén	Lengua Catalana	22010992	22010992	primaria	quinto	Lengua Catalana	1
22010992	Colegio de Educación Infantil y Primaria	ARÉN	974 54 20 70	ceiparen@educa.aragon.es	Arén	Lengua Catalana	22010992	22010992	primaria	sexto	Lengua Catalana	1
22010992	Colegio de Educación Infantil y Primaria	ARÉN	974 54 20 70	ceiparen@educa.aragon.es	Arén	Lengua Catalana	22010992	22010992				0
22005789	Colegio Rural Agrupado	RÍO ARAGÓN	974 37 70 49	direccion@crarioaragon.es	Santa Cilia	Aragonés	22005789	22005789	infantil	primero	Lengua Aragonesa	5
22005789	Colegio Rural Agrupado	RÍO ARAGÓN	974 37 70 49	direccion@crarioaragon.es	Santa Cilia	Aragonés	22005789	22005789	infantil	segundo	Lengua Aragonesa	7
22005789	Colegio Rural Agrupado	RÍO ARAGÓN	974 37 70 49	direccion@crarioaragon.es	Santa Cilia	Aragonés	22005789	22005789	infantil	tercero	Lengua Aragonesa	12
22005789	Colegio Rural Agrupado	RÍO ARAGÓN	974 37 70 49	direccion@crarioaragon.es	Santa Cilia	Aragonés	22005789	22005789	primaria	primero	Lengua Aragonesa	8
22005789	Colegio Rural Agrupado	RÍO ARAGÓN	974 37 70 49	direccion@crarioaragon.es	Santa Cilia	Aragonés	22005789	22005789	primaria	segundo	Lengua Aragonesa	0
22005789	Colegio Rural Agrupado	RÍO ARAGÓN	974 37 70 49	direccion@crarioaragon.es	Santa Cilia	Aragonés	22005789	22005789	primaria	tercero	Lengua Aragonesa	1
22005789	Colegio Rural Agrupado	RÍO ARAGÓN	974 37 70 49	direccion@crarioaragon.es	Santa Cilia	Aragonés	22005789	22005789	primaria	cuarto	Lengua Aragonesa	2
22005789	Colegio Rural Agrupado	RÍO ARAGÓN	974 37 70 49	direccion@crarioaragon.es	Santa Cilia	Aragonés	22005789	22005789	primaria	quinto	Lengua Aragonesa	3
22005789	Colegio Rural Agrupado	RÍO ARAGÓN	974 37 70 49	direccion@crarioaragon.es	Santa Cilia	Aragonés	22005789	22005789	primaria	sexto	Lengua Aragonesa	1
22005789	Colegio Rural Agrupado	RÍO ARAGÓN	974 37 70 49	direccion@crarioaragon.es	Santa Cilia	Aragonés	22005789	22005789	eso	primero	Lengua Aragonesa	2
22005789	Colegio Rural Agrupado	RÍO ARAGÓN	974 37 70 49	direccion@crarioaragon.es	Santa Cilia	Aragonés	22005789	22005789	eso	segundo	Lengua Aragonesa	0
22005789	Colegio Rural Agrupado	RÍO ARAGÓN	974 37 70 49	direccion@crarioaragon.es	Santa Cilia	Aragonés	22005789	22005789				0
22000585	Centro Público Integrado	Ramón y Cajal		cpayerbe@educa.aragon.es	Ayerbe	Aragonés	22000585	22000585	infantil	primero	Lengua Aragonesa	6
22000585	Centro Público Integrado	Ramón y Cajal		cpayerbe@educa.aragon.es	Ayerbe	Aragonés	22000585	22000585	infantil	segundo	Lengua Aragonesa	7
22000585	Centro Público Integrado	Ramón y Cajal		cpayerbe@educa.aragon.es	Ayerbe	Aragonés	22000585	22000585	infantil	tercero	Lengua Aragonesa	8
22000585	Centro Público Integrado	Ramón y Cajal		cpayerbe@educa.aragon.es	Ayerbe	Aragonés	22000585	22000585	primaria	primero	Lengua Aragonesa	9
22000585	Centro Público Integrado	Ramón y Cajal		cpayerbe@educa.aragon.es	Ayerbe	Aragonés	22000585	22000585	primaria	segundo	Lengua Aragonesa	3
22000585	Centro Público Integrado	Ramón y Cajal		cpayerbe@educa.aragon.es	Ayerbe	Aragonés	22000585	22000585	primaria	tercero	Lengua Aragonesa	2
22000585	Centro Público Integrado	Ramón y Cajal		cpayerbe@educa.aragon.es	Ayerbe	Aragonés	22000585	22000585	primaria	cuarto	Lengua Aragonesa	0
22000585	Centro Público Integrado	Ramón y Cajal		cpayerbe@educa.aragon.es	Ayerbe	Aragonés	22000585	22000585	primaria	quinto	Lengua Aragonesa	3
22000585	Centro Público Integrado	Ramón y Cajal		cpayerbe@educa.aragon.es	Ayerbe	Aragonés	22000585	22000585	primaria	sexto	Lengua Aragonesa	2
22000585	Centro Público Integrado	Ramón y Cajal		cpayerbe@educa.aragon.es	Ayerbe	Aragonés	22000585	22000585				0
22005674	Colegio Rural Agrupado	LA LLITERA	974 42 14 07	craalbelda@educa.aragon.es	Albelda	Lengua Catalana	22005674	22005674	infantil	primero	Lengua Catalana	13
22005674	Colegio Rural Agrupado	LA LLITERA	974 42 14 07	craalbelda@educa.aragon.es	Albelda	Lengua Catalana	22005674	22005674	infantil	segundo	Lengua Catalana	14
22005674	Colegio Rural Agrupado	LA LLITERA	974 42 14 07	craalbelda@educa.aragon.es	Albelda	Lengua Catalana	22005674	22005674	infantil	tercero	Lengua Catalana	12
22005674	Colegio Rural Agrupado	LA LLITERA	974 42 14 07	craalbelda@educa.aragon.es	Albelda	Lengua Catalana	22005674	22005674	primaria	primero	Lengua Catalana	8
22005674	Colegio Rural Agrupado	LA LLITERA	974 42 14 07	craalbelda@educa.aragon.es	Albelda	Lengua Catalana	22005674	22005674	primaria	segundo	Lengua Catalana	8
22005674	Colegio Rural Agrupado	LA LLITERA	974 42 14 07	craalbelda@educa.aragon.es	Albelda	Lengua Catalana	22005674	22005674	primaria	tercero	Lengua Catalana	9
22005674	Colegio Rural Agrupado	LA LLITERA	974 42 14 07	craalbelda@educa.aragon.es	Albelda	Lengua Catalana	22005674	22005674	primaria	cuarto	Lengua Catalana	11
22005674	Colegio Rural Agrupado	LA LLITERA	974 42 14 07	craalbelda@educa.aragon.es	Albelda	Lengua Catalana	22005674	22005674	primaria	quinto	Lengua Catalana	7
22005674	Colegio Rural Agrupado	LA LLITERA	974 42 14 07	craalbelda@educa.aragon.es	Albelda	Lengua Catalana	22005674	22005674	primaria	sexto	Lengua Catalana	17
22005674	Colegio Rural Agrupado	LA LLITERA	974 42 14 07	craalbelda@educa.aragon.es	Albelda	Lengua Catalana	22005674	22005674				0
44004732	Colegio Rural Agrupado	OLEA	978 88 74 15	cracastellote@educa.aragon.es	Castellote (No es de habla catalana)	Lengua Catalana	44004732	44004732	infantil	primero	Lengua Catalana	3
44004732	Colegio Rural Agrupado	OLEA	978 88 74 15	cracastellote@educa.aragon.es	Castellote (No es de habla catalana)	Lengua Catalana	44004732	44004732	infantil	segundo	Lengua Catalana	5
44004732	Colegio Rural Agrupado	OLEA	978 88 74 15	cracastellote@educa.aragon.es	Castellote (No es de habla catalana)	Lengua Catalana	44004732	44004732	infantil	tercero	Lengua Catalana	6
44004732	Colegio Rural Agrupado	OLEA	978 88 74 15	cracastellote@educa.aragon.es	Castellote (No es de habla catalana)	Lengua Catalana	44004732	44004732	primaria	primero	Lengua Catalana	7
44004732	Colegio Rural Agrupado	OLEA	978 88 74 15	cracastellote@educa.aragon.es	Castellote (No es de habla catalana)	Lengua Catalana	44004732	44004732	primaria	segundo	Lengua Catalana	5
44004732	Colegio Rural Agrupado	OLEA	978 88 74 15	cracastellote@educa.aragon.es	Castellote (No es de habla catalana)	Lengua Catalana	44004732	44004732	primaria	tercero	Lengua Catalana	6
44004732	Colegio Rural Agrupado	OLEA	978 88 74 15	cracastellote@educa.aragon.es	Castellote (No es de habla catalana)	Lengua Catalana	44004732	44004732	primaria	cuarto	Lengua Catalana	11
44004732	Colegio Rural Agrupado	OLEA	978 88 74 15	cracastellote@educa.aragon.es	Castellote (No es de habla catalana)	Lengua Catalana	44004732	44004732	primaria	quinto	Lengua Catalana	4
44004732	Colegio Rural Agrupado	OLEA	978 88 74 15	cracastellote@educa.aragon.es	Castellote (No es de habla catalana)	Lengua Catalana	44004732	44004732	primaria	sexto	Lengua Catalana	6
44004732	Colegio Rural Agrupado	OLEA	978 88 74 15	cracastellote@educa.aragon.es	Castellote (No es de habla catalana)	Lengua Catalana	44004732	44004732				0
22005881	Colegio Rural Agrupado	Alta Ribagorza		crabenasque@educa.aragon.es	Benasque	Aragonés	22005881	22005881	infantil	primero	Lengua Aragonesa	28
22005881	Colegio Rural Agrupado	Alta Ribagorza		crabenasque@educa.aragon.es	Benasque	Aragonés	22005881	22005881	infantil	segundo	Lengua Aragonesa	36
22005881	Colegio Rural Agrupado	Alta Ribagorza		crabenasque@educa.aragon.es	Benasque	Aragonés	22005881	22005881	infantil	tercero	Lengua Aragonesa	35
22005881	Colegio Rural Agrupado	Alta Ribagorza		crabenasque@educa.aragon.es	Benasque	Aragonés	22005881	22005881	primaria	primero	Lengua Aragonesa	22
22005881	Colegio Rural Agrupado	Alta Ribagorza		crabenasque@educa.aragon.es	Benasque	Aragonés	22005881	22005881	primaria	segundo	Lengua Aragonesa	40
22005881	Colegio Rural Agrupado	Alta Ribagorza		crabenasque@educa.aragon.es	Benasque	Aragonés	22005881	22005881	primaria	tercero	Lengua Aragonesa	36
22005881	Colegio Rural Agrupado	Alta Ribagorza		crabenasque@educa.aragon.es	Benasque	Aragonés	22005881	22005881	primaria	cuarto	Lengua Aragonesa	38
22005881	Colegio Rural Agrupado	Alta Ribagorza		crabenasque@educa.aragon.es	Benasque	Aragonés	22005881	22005881	primaria	quinto	Lengua Aragonesa	32
22005881	Colegio Rural Agrupado	Alta Ribagorza		crabenasque@educa.aragon.es	Benasque	Aragonés	22005881	22005881	primaria	sexto	Lengua Aragonesa	37
22005881	Colegio Rural Agrupado	Alta Ribagorza		crabenasque@educa.aragon.es	Benasque	Aragonés	22005881	22005881				0
22002156	Colegio de Educación Infantil y Primaria	Joaquín Costa		cpjcgraus@educa.aragon.es	Graus	Aragonés	22002156	22002156	infantil	primero	Bilingüe Aragonés	35
22005731	Colegio Rural Agrupado	ALTO GÁLLEGO	974 48 53 08	crabiescas@educa.aragon.es	Biescas	Aragonés	22005731	22005731	infantil	primero	Lengua Aragonesa	26
22005731	Colegio Rural Agrupado	ALTO GÁLLEGO	974 48 53 08	crabiescas@educa.aragon.es	Biescas	Aragonés	22005731	22005731	infantil	segundo	Lengua Aragonesa	33
22005731	Colegio Rural Agrupado	ALTO GÁLLEGO	974 48 53 08	crabiescas@educa.aragon.es	Biescas	Aragonés	22005731	22005731	primaria	primero	Lengua Aragonesa	7
22005731	Colegio Rural Agrupado	ALTO GÁLLEGO	974 48 53 08	crabiescas@educa.aragon.es	Biescas	Aragonés	22005731	22005731	primaria	segundo	Lengua Aragonesa	5
22005731	Colegio Rural Agrupado	ALTO GÁLLEGO	974 48 53 08	crabiescas@educa.aragon.es	Biescas	Aragonés	22005731	22005731	primaria	cuarto	Lengua Aragonesa	4
22005731	Colegio Rural Agrupado	ALTO GÁLLEGO	974 48 53 08	crabiescas@educa.aragon.es	Biescas	Aragonés	22005731	22005731	primaria	quinto	Lengua Aragonesa	2
22005731	Colegio Rural Agrupado	ALTO GÁLLEGO	974 48 53 08	crabiescas@educa.aragon.es	Biescas	Aragonés	22005731	22005731	primaria	sexto	Lengua Aragonesa	2
22005731	Colegio Rural Agrupado	ALTO GÁLLEGO	974 48 53 08	crabiescas@educa.aragon.es	Biescas	Aragonés	22005731	22005731				0
22003926	Colegio de Educación Infantil y Primaria	MIGUEL SERVET	974 48 43 00	cpsenegue@educa.aragon.es	Sabiñánigo	Aragonés	22003926	22003926	primaria	sexto	Lengua Aragonesa	3
22004891	Instituto de Enseñanza Secundaria	Biello Aragón		iesbasabinanigo@educa.aragon.es	Sabiñánigo	Aragonés	22004891	22004891	eso	segundo	Lengua Aragonesa	5
22004891	Instituto de Enseñanza Secundaria	Biello Aragón		iesbasabinanigo@educa.aragon.es	Sabiñánigo	Aragonés	22004891	22004891	eso	tercero	Lengua Aragonesa	1
22004891	Instituto de Enseñanza Secundaria	Biello Aragón		iesbasabinanigo@educa.aragon.es	Sabiñánigo	Aragonés	22004891	22004891	eso	cuarto	Lengua Aragonesa	2
22004891	Instituto de Enseñanza Secundaria	Biello Aragón		iesbasabinanigo@educa.aragon.es	Sabiñánigo	Aragonés	22004891	22004891	bachillerato	segundo	Lengua Aragonesa	1
22004891	Instituto de Enseñanza Secundaria	Biello Aragón		iesbasabinanigo@educa.aragon.es	Sabiñánigo	Aragonés	22004891	22004891				0
22002673	Colegio de Educación Infantil y Primaria	San Juan de la Peña		cpsjphuesca@educa.aragon.es	Jaca	Aragonés	22002673	22002673	infantil	primero	Lengua Aragonesa	0
22002673	Colegio de Educación Infantil y Primaria	San Juan de la Peña		cpsjphuesca@educa.aragon.es	Jaca	Aragonés	22002673	22002673	infantil	segundo	Lengua Aragonesa	0
22002673	Colegio de Educación Infantil y Primaria	San Juan de la Peña		cpsjphuesca@educa.aragon.es	Jaca	Aragonés	22002673	22002673	infantil	tercero	Lengua Aragonesa	1
22002673	Colegio de Educación Infantil y Primaria	San Juan de la Peña		cpsjphuesca@educa.aragon.es	Jaca	Aragonés	22002673	22002673	primaria	primero	Lengua Aragonesa	2
22002673	Colegio de Educación Infantil y Primaria	San Juan de la Peña		cpsjphuesca@educa.aragon.es	Jaca	Aragonés	22002673	22002673	primaria	segundo	Lengua Aragonesa	3
22002673	Colegio de Educación Infantil y Primaria	San Juan de la Peña		cpsjphuesca@educa.aragon.es	Jaca	Aragonés	22002673	22002673	primaria	tercero	Lengua Aragonesa	4
22002673	Colegio de Educación Infantil y Primaria	San Juan de la Peña		cpsjphuesca@educa.aragon.es	Jaca	Aragonés	22002673	22002673	primaria	cuarto	Lengua Aragonesa	0
22002673	Colegio de Educación Infantil y Primaria	San Juan de la Peña		cpsjphuesca@educa.aragon.es	Jaca	Aragonés	22002673	22002673	primaria	quinto	Lengua Aragonesa	1
22002673	Colegio de Educación Infantil y Primaria	San Juan de la Peña		cpsjphuesca@educa.aragon.es	Jaca	Aragonés	22002673	22002673	primaria	sexto	Lengua Aragonesa	4
22002673	Colegio de Educación Infantil y Primaria	San Juan de la Peña		cpsjphuesca@educa.aragon.es	Jaca	Aragonés	22002673	22002673				0
22005819	Colegio Rural Agrupado	DE ALTORRICÓN	974 42 52 02	craaltorricon@educa.aragon.es	Altorricón	Lengua Catalana	22005819	22005819	infantil	primero	Lengua Catalana	15
22005819	Colegio Rural Agrupado	DE ALTORRICÓN	974 42 52 02	craaltorricon@educa.aragon.es	Altorricón	Lengua Catalana	22005819	22005819	infantil	segundo	Lengua Catalana	9
22005819	Colegio Rural Agrupado	DE ALTORRICÓN	974 42 52 02	craaltorricon@educa.aragon.es	Altorricón	Lengua Catalana	22005819	22005819	infantil	tercero	Lengua Catalana	12
22005819	Colegio Rural Agrupado	DE ALTORRICÓN	974 42 52 02	craaltorricon@educa.aragon.es	Altorricón	Lengua Catalana	22005819	22005819	primaria	primero	Lengua Catalana	17
22005819	Colegio Rural Agrupado	DE ALTORRICÓN	974 42 52 02	craaltorricon@educa.aragon.es	Altorricón	Lengua Catalana	22005819	22005819	primaria	segundo	Lengua Catalana	16
22005819	Colegio Rural Agrupado	DE ALTORRICÓN	974 42 52 02	craaltorricon@educa.aragon.es	Altorricón	Lengua Catalana	22005819	22005819	primaria	tercero	Lengua Catalana	15
22005819	Colegio Rural Agrupado	DE ALTORRICÓN	974 42 52 02	craaltorricon@educa.aragon.es	Altorricón	Lengua Catalana	22005819	22005819	primaria	cuarto	Lengua Catalana	10
22005819	Colegio Rural Agrupado	DE ALTORRICÓN	974 42 52 02	craaltorricon@educa.aragon.es	Altorricón	Lengua Catalana	22005819	22005819	primaria	quinto	Lengua Catalana	23
22005819	Colegio Rural Agrupado	DE ALTORRICÓN	974 42 52 02	craaltorricon@educa.aragon.es	Altorricón	Lengua Catalana	22005819	22005819	primaria	sexto	Lengua Catalana	13
22005819	Colegio Rural Agrupado	DE ALTORRICÓN	974 42 52 02	craaltorricon@educa.aragon.es	Altorricón	Lengua Catalana	22005819	22005819				0
22001899	Colegio Concertado	SANTA ANA		csantanafraga@gmail.com	Fraga	Lengua Catalana	22001899	22001899	infantil	primero	Bilingüe Catalán	0
22001899	Colegio Concertado	SANTA ANA		csantanafraga@gmail.com	Fraga	Lengua Catalana	22001899	22001899	infantil	segundo	Bilingüe Catalán	46
22001899	Colegio Concertado	SANTA ANA		csantanafraga@gmail.com	Fraga	Lengua Catalana	22001899	22001899	infantil	tercero	Bilingüe Catalán	51
22001899	Colegio Concertado	SANTA ANA		csantanafraga@gmail.com	Fraga	Lengua Catalana	22001899	22001899	primaria	primero	Lengua Catalana	17
22001899	Colegio Concertado	SANTA ANA		csantanafraga@gmail.com	Fraga	Lengua Catalana	22001899	22001899	primaria	segundo	Lengua Catalana	44
22001899	Colegio Concertado	SANTA ANA		csantanafraga@gmail.com	Fraga	Lengua Catalana	22001899	22001899	primaria	tercero	Lengua Catalana	43
22001899	Colegio Concertado	SANTA ANA		csantanafraga@gmail.com	Fraga	Lengua Catalana	22001899	22001899	primaria	cuarto	Lengua Catalana	48
22001899	Colegio Concertado	SANTA ANA		csantanafraga@gmail.com	Fraga	Lengua Catalana	22001899	22001899	primaria	quinto	Lengua Catalana	34
22001899	Colegio Concertado	SANTA ANA		csantanafraga@gmail.com	Fraga	Lengua Catalana	22001899	22001899	primaria	sexto	Lengua Catalana	37
22001899	Colegio Concertado	SANTA ANA		csantanafraga@gmail.com	Fraga	Lengua Catalana	22001899	22001899	eso	primero	Lengua Catalana	47
22001899	Colegio Concertado	SANTA ANA		csantanafraga@gmail.com	Fraga	Lengua Catalana	22001899	22001899	eso	segundo	Lengua Catalana	45
22001899	Colegio Concertado	SANTA ANA		csantanafraga@gmail.com	Fraga	Lengua Catalana	22001899	22001899	eso	tercero	Lengua Catalana	41
22001899	Colegio Concertado	SANTA ANA		csantanafraga@gmail.com	Fraga	Lengua Catalana	22001899	22001899	eso	cuarto	Lengua Catalana	29
22001899	Colegio Concertado	SANTA ANA		csantanafraga@gmail.com	Fraga	Lengua Catalana	22001899	22001899				0
22005698	Colegio Rural Agrupado	A Redolada		craperalta@educa.aragon.es	Peralta de Alcofea	Aragonés	22005698	22005698	infantil	primero	Lengua Aragonesa	0
22005698	Colegio Rural Agrupado	A Redolada		craperalta@educa.aragon.es	Peralta de Alcofea	Aragonés	22005698	22005698	infantil	segundo	Lengua Aragonesa	0
22005698	Colegio Rural Agrupado	A Redolada		craperalta@educa.aragon.es	Peralta de Alcofea	Aragonés	22005698	22005698	infantil	tercero	Lengua Aragonesa	0
22005698	Colegio Rural Agrupado	A Redolada		craperalta@educa.aragon.es	Peralta de Alcofea	Aragonés	22005698	22005698	primaria	primero	Lengua Aragonesa	3
22005698	Colegio Rural Agrupado	A Redolada		craperalta@educa.aragon.es	Peralta de Alcofea	Aragonés	22005698	22005698	primaria	segundo	Lengua Aragonesa	0
22005698	Colegio Rural Agrupado	A Redolada		craperalta@educa.aragon.es	Peralta de Alcofea	Aragonés	22005698	22005698	primaria	tercero	Lengua Aragonesa	3
22005698	Colegio Rural Agrupado	A Redolada		craperalta@educa.aragon.es	Peralta de Alcofea	Aragonés	22005698	22005698	primaria	cuarto	Lengua Aragonesa	1
22005698	Colegio Rural Agrupado	A Redolada		craperalta@educa.aragon.es	Peralta de Alcofea	Aragonés	22005698	22005698	primaria	quinto	Lengua Aragonesa	1
22005698	Colegio Rural Agrupado	A Redolada		craperalta@educa.aragon.es	Peralta de Alcofea	Aragonés	22005698	22005698	primaria	sexto	Lengua Aragonesa	4
22005698	Colegio Rural Agrupado	A Redolada		craperalta@educa.aragon.es	Peralta de Alcofea	Aragonés	22005698	22005698				0
22005716	Colegio Rural Agrupado	Estadilla-Fonz		crafonz@educa.aragon.es	Fonz	Aragonés	22005716	22005716	primaria	primero	Lengua Aragonesa	12
22005716	Colegio Rural Agrupado	Estadilla-Fonz		crafonz@educa.aragon.es	Fonz	Aragonés	22005716	22005716	infantil	primero	Lengua Aragonesa	14
22005716	Colegio Rural Agrupado	Estadilla-Fonz		crafonz@educa.aragon.es	Fonz	Aragonés	22005716	22005716	infantil	segundo	Lengua Aragonesa	14
22005716	Colegio Rural Agrupado	Estadilla-Fonz		crafonz@educa.aragon.es	Fonz	Aragonés	22005716	22005716	infantil	tercero	Lengua Aragonesa	15
22005716	Colegio Rural Agrupado	Estadilla-Fonz		crafonz@educa.aragon.es	Fonz	Aragonés	22005716	22005716	infantil	cuarto	Lengua Aragonesa	14
22005716	Colegio Rural Agrupado	Estadilla-Fonz		crafonz@educa.aragon.es	Fonz	Aragonés	22005716	22005716	infantil	quinto	Lengua Aragonesa	16
22005716	Colegio Rural Agrupado	Estadilla-Fonz		crafonz@educa.aragon.es	Fonz	Aragonés	22005716	22005716	infantil	sexto	Lengua Aragonesa	19
22005716	Colegio Rural Agrupado	Estadilla-Fonz		crafonz@educa.aragon.es	Fonz	Aragonés	22005716	22005716				0
